Submission ID,Common Name,Scientific Name,Taxonomic Order,Count,State/Province,County,Location ID,Location,Latitude,Longitude,Date,Time,Protocol,Duration (Min),All Obs Reported,Distance Traveled (km),Area Covered (ha),Number of Observers,Breeding Code,Observation Details,Checklist Comments,ML Catalog Numbers
S93645654,carcará,Caracara plancus,11847,1,BR-DF,Brasília,L2066371,Brasília--Parque da Cidade Sarah Kubitschek,-15.80259,-47.91251,2021-04-23,07:16 AM,Historical,50,1,.99,,2
S93646063,carcará,Caracara plancus,11847,1,BR-DF,Brasília,L2066371,Brasília--Parque da Cidade Sarah Kubitschek,-15.80259,-47.91251,2021-04-25,07:16 AM,Historical,50,1,.8,,2
S108850157,carcará,Caracara plancus,11847,X,BR-DF,Brasília,L7347275,Brasília--Praça dos Cristais,-15.7728802,-47.9210624,2019-05-03,,Historical,,1,,,,,,Lista de Mackinnon: Autor: Thaís Damasceno; Ambiente: Urbano; Local: Praça dos Cristais.
S108849597,carcará,Caracara plancus,11847,X,BR-DF,Brasília,L7347275,Brasília--Praça dos Cristais,-15.7728802,-47.9210624,2019-06-20,,Historical,,1,,,,,,Lista de Mackinnon: Autor: Thaís Damasceno; Ambiente: Urbano; Local: Praça dos Cristais.
S108819441,carcará,Caracara plancus,11847,X,BR-DF,Brasília,L7347275,Brasília--Praça dos Cristais,-15.7728802,-47.9210624,2019-07-05,,Historical,,1,,,,,,Lista de Mackinnon: Autor: Thaís Damasceno; Ambiente: Urbano; Local: Praça dos Cristais.
S108930044,carcará,Caracara plancus,11847,X,BR-DF,Brasília,L6083614,Brasília--Universidade de Brasília,-15.763369,-47.857734,2018-04-19,,Historical,,1,,,,,,Lista de Mackinnon: autor: Débora Tonelli; Ambiente: urbano; Local: CO.
S108939059,carcará,Caracara plancus,11847,X,BR-DF,Brasília,L6083614,Brasília--Universidade de Brasília,-15.763369,-47.857734,2019-06-20,,Historical,,1,,,,,,Lista de Mackinnon: autor: Thaís Damasceno; Ambiente: urbano; Local: CO.
S108940301,carcará,Caracara plancus,11847,X,BR-DF,Brasília,L6083614,Brasília--Universidade de Brasília,-15.763369,-47.857734,2019-08-01,,Historical,,1,,,,,,Lista de Mackinnon: Autor: Thaís Damasceno; Ambiente: urbano; Local: CO-área do príncipe
S108965169,carcará,Caracara plancus,11847,X,BR-DF,Brasília,L6083614,Brasília--Universidade de Brasília,-15.763369,-47.857734,2019-08-17,,Historical,,1,,,,,,Lista de Mackinnon: Autor: Isadora Machado; ambiente: urbano; local: CO
S108965927,carcará,Caracara plancus,11847,X,BR-DF,Brasília,L6083614,Brasília--Universidade de Brasília,-15.763369,-47.857734,2019-08-28,,Historical,,0,,,,,,Lista de Mackinnon: Autor: Fernanda Martins; Ambiente: urbano; Local: CO.
S108966610,carcará,Caracara plancus,11847,X,BR-DF,Brasília,L6083614,Brasília--Universidade de Brasília,-15.763369,-47.857734,2019-09-04,,Historical,,1,,,,,,Lista de Mackinnon: Autor: Gabriela Mourão; Ambiente: urbano; Local: CO.
S108967642,carcará,Caracara plancus,11847,X,BR-DF,Brasília,L6083614,Brasília--Universidade de Brasília,-15.763369,-47.857734,2019-10-02,,Historical,,1,,,,,,Lista de Mackinnon: Autor: Susan Silva; Ambiente: urbano; Local: CO-sensu strictu.
S108968162,carcará,Caracara plancus,11847,X,BR-DF,Brasília,L6083614,Brasília--Universidade de Brasília,-15.763369,-47.857734,2019-10-02,,Historical,,1,,,,,,Lista de Mackinnon: Autor: Livia Viera; Ambiente: urbano; Local: CO.
S108968561,carcará,Caracara plancus,11847,X,BR-DF,Brasília,L6083614,Brasília--Universidade de Brasília,-15.763369,-47.857734,2019-12-06,,Historical,,0,,,,,,Lista de Mackinnon: Autor: Beatriz; Ambiente: urbano; Local: CO.
S93554794,carcará,Caracara plancus,11847,2,BR-DF,Brasília,L6083614,Brasília--Universidade de Brasília,-15.763369,-47.857734,2021-08-06,07:30 AM,Historical,120,1,3.,,5,,,"Manhã nublada, em cerrado stricto sensu no Centro Olímpico da Universidade de Brasília."
S97750591,carcará,Caracara plancus,11847,2,BR-DF,Brasília,L6083614,Brasília--Universidade de Brasília,-15.763369,-47.857734,2021-08-27,07:30 AM,Historical,90,1,2.,,3,,,Equipe LaBio observando movimento de aves migratórias.,389039661 389039751 389039851 389040231
S96234906,carcará,Caracara plancus,11847,5,BR-DF,Brasília,L6083614,Brasília--Universidade de Brasília,-15.763369,-47.857734,2021-10-08,07:30 AM,Historical,90,1,2.,,4,,,Observação de aves migratórias e ciclo reprodutivo sazonal no Centro Olímpico (C.O.). Dr. R. Cavalcanti e 3 estagiárias LaBIO/UnB
S97801576,carcará,Caracara plancus,11847,3,BR-DF,Brasília,L6083614,Brasília--Universidade de Brasília,-15.763369,-47.857734,2021-10-29,07:30 AM,Historical,120,1,2.,,3,,,"Orientador e 2 estagiárias LaBIO. Observação de aves migratórias , reprodução e ninhos."
S108782069,carcará,Caracara plancus,11847,X,BR-DF,Brasília,L6083614,Brasília--Universidade de Brasília,-15.763369,-47.857734,2022-03-22,,Historical,,1,,,,,,Lista de Mackinnon
S112999918,carcará,Caracara plancus,11847,X,BR-DF,Brasília,L6083614,Brasília--Universidade de Brasília,-15.763369,-47.857734,2022-06-15,07:35 AM,eBird - Traveling Count,12,1,.33,,1,,,Lista MacKinnon (marcar LaBIO)
S112983702,carcará,Caracara plancus,11847,X,BR-DF,Brasília,L6083614,Brasília--Universidade de Brasília,-15.763369,-47.857734,2022-06-15,07:53 AM,Historical,,1,,,,,,Lista de Mackinnon: Autor: Antônio Moraes; Ambiente: urbano; Local: Centro Olímpico UnB.
S115757474,carcará,Caracara plancus,11847,X,BR-DF,Brasília,L6083614,Brasília--Universidade de Brasília,-15.763369,-47.857734,2022-07-25,,Historical,,1,,,,,,Lista de Mackinnon: Autor: Pedro Sisnando; Ambiente: urbano; Local: Centro Olímpico UnB
S115757758,carcará,Caracara plancus,11847,X,BR-DF,Brasília,L6083614,Brasília--Universidade de Brasília,-15.763369,-47.857734,2022-07-25,,Historical,,1,,,,,,Lista de Mackinnon: Autor: Pedro Sisnando; Ambiente: urbano; Local: Centro Olímpico UnB
S119526833,carcará,Caracara plancus,11847,X,BR-DF,Brasília,L6083614,Brasília--Universidade de Brasília,-15.763369,-47.857734,2022-09-27,,Historical,,1,,,,,,Lista de Mackinnon: Autor: Pedro Sisnando; Ambiente: urbano; Local: CO.
S112483995,carcará,Caracara plancus,11847,X,BR-DF,Brasília,L19537514,CRAD,-15.7713834,-47.8682477,2019-08-30,,Historical,,1,,,,,,Lista de Mackinnon: autor: Victoria Rafaela; Ambiente: urbano; Local: CRAD.
S223745323,carcará,Caracara plancus,11847,1,BR-DF,Brasília,L42261996,Campus UnB Darcy Ribeiro frente ao beijodromo,-15.7627031,-47.8648875,2025-03-25,05:30 PM,eBird - Traveling Count,30,1,.5,,2,,,Marília Lima e Roberto Cavalcanti
S225652984,carcará,Caracara plancus,11847,1,BR-DF,Brasília,L42655859,Cerrado Casa do estudante,-15.7647714,-47.8563324,2025-04-09,07:50 AM,eBird - Stationary Count,30,1,,,2,,,Marília Lima e Roberto Cavalcanti
S109128295,carcará,Caracara plancus,11847,X,BR-DF,Brasília,L18878609,Estação Ecológica de Águas Emendadas,-15.5492048,-47.5970374,2016-05-29,,Historical,,1,,,,,,Lista de Mackinnon: Autor: Ilza Fujiyama; Ambiente: natural; Local: ESECAE.
S112485130,carcará,Caracara plancus,11847,X,BR-DF,Brasília,L19537877,Estação biológica unb,-15.7349686,-47.8832459,2017-09-04,,Historical,,1,,,,,,Lista de Mackinnon: Autor: Roberto Cavalcanti; Ambiente: urbano; Local: estação biológica unb.
S109129536,carcará,Caracara plancus,11847,X,BR-DF,Brasília,L18878806,Fazenda Água Limpa-UnB,-15.9466294,-47.9336286,2019-01-30,,Historical,,1,,,,,,Lista de Mackinnon: Autor: José Marcos; Ambiente: natural; Local: FAL-capetinga.
S109130752,carcará,Caracara plancus,11847,X,BR-DF,Brasília,L18878806,Fazenda Água Limpa-UnB,-15.9466294,-47.9336286,2019-06-02,,Historical,,1,,,,,,Lista de Mackinnon: Autor: Isadora Turella; Ambiente: natural; Local: FAL.
S109131470,carcará,Caracara plancus,11847,X,BR-DF,Brasília,L18878806,Fazenda Água Limpa-UnB,-15.9466294,-47.9336286,2019-06-02,,Historical,,1,,,,,,Lista de Mackinnon: Autor: Fernanda Martins; Ambiente: natural; Local: FAL.
S112292304,carcará,Caracara plancus,11847,X,BR-DF,Brasília,L19495875,Flona,-15.7864721,-48.057847,2022-06-04,,Historical,,1,,,,,,"Lista de Mackinnon: Autor: Pedro Sisnando; Ambiente: natural; Local: flona. obs: Há muitos eucaliptos e pinheiros na flona, mas com áreas de cerrado preservado."
S112292466,carcará,Caracara plancus,11847,X,BR-DF,Brasília,L19495875,Flona,-15.7864721,-48.057847,2022-06-04,,Historical,,1,,,,,,"Lista de Mackinnon: Autor: Pedro Sisnando; Ambiente: natural; Local: flona. obs: Há muitos eucaliptos e pinheiros na flona, mas com áreas de cerrado preservado."
S120034496,carcará,Caracara plancus,11847,X,BR-DF,Brasília,L18776614,IBGE,-15.947532,-47.8785501,2022-10-05,,Historical,,0,,,,,,Lista de Mackinnon: Autor: Pedro Sisnando; Ambiente: natural; Local: IBGE.
S108863542,carcará,Caracara plancus,11847,X,BR-DF,Brasília,L865779,PN de Brasília,-15.6806921,-47.9783249,2019-09-02,,Historical,,1,,,,,,Roberto C
S108865617,carcará,Caracara plancus,11847,X,BR-DF,Brasília,L865779,PN de Brasília,-15.6806921,-47.9783249,2021-01-22,,Historical,,1,,,,,,Roberto C  murundus  Mackinnon
S108866145,carcará,Caracara plancus,11847,X,BR-DF,Brasília,L865779,PN de Brasília,-15.6806921,-47.9783249,2021-02-10,,Historical,,1,,,,,,Roberto C  centro visitantes
S108970083,carcará,Caracara plancus,11847,X,BR-DF,Brasília,L18832055,Parque Olhos D'Água,-15.744592,-47.8845418,2018-05-31,,Historical,,1,,,,,,Lista de Mackinnon: Autor: Ilza Fujiyama; Ambiente: urbano; Local: Olhos d'água
S108850703,carcará,Caracara plancus,11847,X,BR-DF,Brasília,L18832055,Parque Olhos D'Água,-15.744592,-47.8845418,2019-04-17,,Historical,,1,,,,,,Lista de Mackinnon: Autor: Isadora Turella; Ambiente: Urbano; Local: Parque Olhos D'Água.
S108940301,carrapateiro,Daptrius chimachima,11851,X,BR-DF,Brasília,L6083614,Brasília--Universidade de Brasília,-15.763369,-47.857734,2019-08-01,,Historical,,1,,,,,,Lista de Mackinnon: Autor: Thaís Damasceno; Ambiente: urbano; Local: CO-área do príncipe
S93554794,carrapateiro,Daptrius chimachima,11851,1,BR-DF,Brasília,L6083614,Brasília--Universidade de Brasília,-15.763369,-47.857734,2021-08-06,07:30 AM,Historical,120,1,3.,,5,,"Pelo padrão da plumagem, aparenta ser indivíduo juvenil.","Manhã nublada, em cerrado stricto sensu no Centro Olímpico da Universidade de Brasília.",362937801 362938241 362938561 362938661
S112485130,carrapateiro,Daptrius chimachima,11851,X,BR-DF,Brasília,L19537877,Estação biológica unb,-15.7349686,-47.8832459,2017-09-04,,Historical,,1,,,,,,Lista de Mackinnon: Autor: Roberto Cavalcanti; Ambiente: urbano; Local: estação biológica unb.
S112292304,carrapateiro,Daptrius chimachima,11851,X,BR-DF,Brasília,L19495875,Flona,-15.7864721,-48.057847,2022-06-04,,Historical,,1,,,,,,"Lista de Mackinnon: Autor: Pedro Sisnando; Ambiente: natural; Local: flona. obs: Há muitos eucaliptos e pinheiros na flona, mas com áreas de cerrado preservado."
S108867831,carrapateiro,Daptrius chimachima,11851,X,BR-DF,Brasília,L3114185,Jardim Botânico de Brasília,-15.8760661,-47.8323269,2019-04-03,,Historical,,1,,,,,,Isadora Turella  borda de mata  Mackinnon
S93645586,falcão-de-coleira,Falco femoralis,11975,1,BR-DF,Brasília,L2066371,Brasília--Parque da Cidade Sarah Kubitschek,-15.80259,-47.91251,2021-04-21,07:10 AM,Historical,90,1,1.02,,2
S93645654,falcão-de-coleira,Falco femoralis,11975,1,BR-DF,Brasília,L2066371,Brasília--Parque da Cidade Sarah Kubitschek,-15.80259,-47.91251,2021-04-23,07:16 AM,Historical,50,1,.99,,2
S108965483,falcão-de-coleira,Falco femoralis,11975,X,BR-DF,Brasília,L6083614,Brasília--Universidade de Brasília,-15.763369,-47.857734,2019-08-17,,Historical,,0,,,,,,Lista de Mackinnon: Autor: Isadora Machado; Ambiente: urbano; Local: CO
S114038568,falcão-de-coleira,Falco femoralis,11975,X,BR-DF,Brasília,L18776614,IBGE,-15.947532,-47.8785501,2022-06-29,,Historical,,1,,,,,,Lista de Mackinnon: Autor: Antônio Moraes; Ambiente: natural; Local: IBGE.
S108925204,falcão-de-coleira,Falco femoralis,11975,X,BR-DF,Brasília,L18843819,Parque Nacional de Brasília-Barragem,-15.680029,-47.9514848,2019-01-02,,Historical,,1,,,,,,"Lista de Mackinnon: Autor: Isadora Turella, Ambiente: Natural; Local: PNB-barragem."
S108968162,periquito-rico,Brotogeris tirica,12710,X,BR-DF,Brasília,L6083614,Brasília--Universidade de Brasília,-15.763369,-47.857734,2019-10-02,,Historical,,1,,,,,,Lista de Mackinnon: Autor: Livia Viera; Ambiente: urbano; Local: CO.
S108969825,periquito-da-campina,Brotogeris versicolurus,12711,X,BR-DF,Brasília,L18832055,Parque Olhos D'Água,-15.744592,-47.8845418,2018-04-18,,Historical,,1,,,,,,Lista de Mackinnon: Autor: Débora Tonelli; Ambiente: urbano; Local: Olhos d'água
S93645005,periquito-de-encontro-amarelo,Brotogeris chiriri,12712,1,BR-DF,Brasília,L2066371,Brasília--Parque da Cidade Sarah Kubitschek,-15.80259,-47.91251,2021-04-15,07:05 AM,Historical,70,1,1.2,,1
S93645270,periquito-de-encontro-amarelo,Brotogeris chiriri,12712,1,BR-DF,Brasília,L2066371,Brasília--Parque da Cidade Sarah Kubitschek,-15.80259,-47.91251,2021-04-16,07:06 AM,Historical,40,1,1.2,,2
S93645586,periquito-de-encontro-amarelo,Brotogeris chiriri,12712,2,BR-DF,Brasília,L2066371,Brasília--Parque da Cidade Sarah Kubitschek,-15.80259,-47.91251,2021-04-21,07:10 AM,Historical,90,1,1.02,,2
S108849887,periquito-de-encontro-amarelo,Brotogeris chiriri,12712,X,BR-DF,Brasília,L7347275,Brasília--Praça dos Cristais,-15.7728802,-47.9210624,2019-05-03,,Historical,,1,,,,,,Lista de Mackinnon: Autor: Thaís Damasceno; Ambiente: Urbano; Local: Praça dos Cristais.
S108849597,periquito-de-encontro-amarelo,Brotogeris chiriri,12712,X,BR-DF,Brasília,L7347275,Brasília--Praça dos Cristais,-15.7728802,-47.9210624,2019-06-20,,Historical,,1,,,,,,Lista de Mackinnon: Autor: Thaís Damasceno; Ambiente: Urbano; Local: Praça dos Cristais.
S108820346,periquito-de-encontro-amarelo,Brotogeris chiriri,12712,X,BR-DF,Brasília,L7347275,Brasília--Praça dos Cristais,-15.7728802,-47.9210624,2019-06-23,,Historical,,1,,,,,,Lista de Mackinnon: Autor: Thaís Damasceno; Ambiente: Urbano; Local: Praça dos Cristais.
S108819441,periquito-de-encontro-amarelo,Brotogeris chiriri,12712,X,BR-DF,Brasília,L7347275,Brasília--Praça dos Cristais,-15.7728802,-47.9210624,2019-07-05,,Historical,,1,,,,,,Lista de Mackinnon: Autor: Thaís Damasceno; Ambiente: Urbano; Local: Praça dos Cristais.
S97795600,periquito-de-encontro-amarelo,Brotogeris chiriri,12712,7,BR-DF,Brasília,L7347275,Brasília--Praça dos Cristais,-15.7728802,-47.9210624,2021-10-13,07:30 AM,Historical,60,1,1.,,2,,,"Orientador e estagiária LaBIO, observando movimentação de aves migratórias , filhotes e ninhos locais."
S97812662,periquito-de-encontro-amarelo,Brotogeris chiriri,12712,7,BR-DF,Brasília,L7347275,Brasília--Praça dos Cristais,-15.7728802,-47.9210624,2021-11-03,07:30 AM,Historical,60,1,1.,,2,,Bando forrageando frutinhos de Syagrus comosa (Arecaceae),Orientador e estagiária LaBIO. Registro de ninhos e observação de aves migratórias e comportamento reprodutivo.,389415661 389415681 389415711
S98158717,periquito-de-encontro-amarelo,Brotogeris chiriri,12712,7,BR-DF,Brasília,L7347275,Brasília--Praça dos Cristais,-15.7728802,-47.9210624,2021-11-24,07:30 AM,Historical,90,1,1.,,5,,,Orientador e novos estudantes integrantes do LaBIO; observação de ninhos e ninhegos de aves migratórias e locais.
S108929537,periquito-de-encontro-amarelo,Brotogeris chiriri,12712,X,BR-DF,Brasília,L6083614,Brasília--Universidade de Brasília,-15.763369,-47.857734,2018-04-19,,Historical,,1,,,,,,Lista de Mackinnon: Autor: Débora Tonelli; Ambiente: urbano; Local: CO
S108939059,periquito-de-encontro-amarelo,Brotogeris chiriri,12712,X,BR-DF,Brasília,L6083614,Brasília--Universidade de Brasília,-15.763369,-47.857734,2019-06-20,,Historical,,1,,,,,,Lista de Mackinnon: autor: Thaís Damasceno; Ambiente: urbano; Local: CO.
S108939502,periquito-de-encontro-amarelo,Brotogeris chiriri,12712,X,BR-DF,Brasília,L6083614,Brasília--Universidade de Brasília,-15.763369,-47.857734,2019-07-05,,Historical,,1,,,,,,Lista de Mackinnon: Autor: Thaís Damasceno; Ambiente: urbano; Local: CO
S108940301,periquito-de-encontro-amarelo,Brotogeris chiriri,12712,X,BR-DF,Brasília,L6083614,Brasília--Universidade de Brasília,-15.763369,-47.857734,2019-08-01,,Historical,,1,,,,,,Lista de Mackinnon: Autor: Thaís Damasceno; Ambiente: urbano; Local: CO-área do príncipe
S108965483,periquito-de-encontro-amarelo,Brotogeris chiriri,12712,X,BR-DF,Brasília,L6083614,Brasília--Universidade de Brasília,-15.763369,-47.857734,2019-08-17,,Historical,,0,,,,,,Lista de Mackinnon: Autor: Isadora Machado; Ambiente: urbano; Local: CO
S108966972,periquito-de-encontro-amarelo,Brotogeris chiriri,12712,X,BR-DF,Brasília,L6083614,Brasília--Universidade de Brasília,-15.763369,-47.857734,2019-09-04,,Historical,,1,,,,,,Lista de Mackinnon: Autor: Gabriela Mourão; Ambiente: urbano; Local: CO.
S97750591,periquito-de-encontro-amarelo,Brotogeris chiriri,12712,7,BR-DF,Brasília,L6083614,Brasília--Universidade de Brasília,-15.763369,-47.857734,2021-08-27,07:30 AM,Historical,90,1,2.,,3,,,Equipe LaBio observando movimento de aves migratórias.
S97686638,periquito-de-encontro-amarelo,Brotogeris chiriri,12712,5,BR-DF,Brasília,L6083614,Brasília--Universidade de Brasília,-15.763369,-47.857734,2021-09-15,07:30 AM,Historical,90,1,3.,,2,,,Dupla da equipe LaBio registrando aves migratórias e eventos reprodutivos .
S97495409,periquito-de-encontro-amarelo,Brotogeris chiriri,12712,5,BR-DF,Brasília,L6083614,Brasília--Universidade de Brasília,-15.763369,-47.857734,2021-09-22,07:30 AM,Historical,90,1,2.,,2,,,Saída de campo para observação de comportamento de aves migratórias e eventos reprodutivos de aves regionais.,387560731 387560781
S96234906,periquito-de-encontro-amarelo,Brotogeris chiriri,12712,7,BR-DF,Brasília,L6083614,Brasília--Universidade de Brasília,-15.763369,-47.857734,2021-10-08,07:30 AM,Historical,90,1,2.,,4,,,Observação de aves migratórias e ciclo reprodutivo sazonal no Centro Olímpico (C.O.). Dr. R. Cavalcanti e 3 estagiárias LaBIO/UnB,380104941 380104961
S97801576,periquito-de-encontro-amarelo,Brotogeris chiriri,12712,5,BR-DF,Brasília,L6083614,Brasília--Universidade de Brasília,-15.763369,-47.857734,2021-10-29,07:30 AM,Historical,120,1,2.,,3,,,"Orientador e 2 estagiárias LaBIO. Observação de aves migratórias , reprodução e ninhos.",389410781
S108534394,periquito-de-encontro-amarelo,Brotogeris chiriri,12712,X,BR-DF,Brasília,L6083614,Brasília--Universidade de Brasília,-15.763369,-47.857734,2022-03-14,,Historical,,1,,,,,,Lista de Mackinnon: Autor: Antônio Moraes; Ambiente: Urbano; Local: CO-UnB.
S108782630,periquito-de-encontro-amarelo,Brotogeris chiriri,12712,X,BR-DF,Brasília,L6083614,Brasília--Universidade de Brasília,-15.763369,-47.857734,2022-03-24,,Historical,,1,,,,,,Lista de Mackinnon
S112999918,periquito-de-encontro-amarelo,Brotogeris chiriri,12712,X,BR-DF,Brasília,L6083614,Brasília--Universidade de Brasília,-15.763369,-47.857734,2022-06-15,07:35 AM,eBird - Traveling Count,12,1,.33,,1,,,Lista MacKinnon (marcar LaBIO)
S112983867,periquito-de-encontro-amarelo,Brotogeris chiriri,12712,X,BR-DF,Brasília,L6083614,Brasília--Universidade de Brasília,-15.763369,-47.857734,2022-06-15,08:21 AM,Historical,,1,,,,,,Lista de Mackinnon: Autor: Antônio Moraes; Ambiente: urbano; Local: Centro Olímpico UnB.
S115757289,periquito-de-encontro-amarelo,Brotogeris chiriri,12712,X,BR-DF,Brasília,L6083614,Brasília--Universidade de Brasília,-15.763369,-47.857734,2022-07-25,,Historical,,1,,,,,,Lista de Mackinnon: Autor: Pedro Sisnando; Ambiente: urbano; Local: Centro Olímpico UnB
S115757758,periquito-de-encontro-amarelo,Brotogeris chiriri,12712,X,BR-DF,Brasília,L6083614,Brasília--Universidade de Brasília,-15.763369,-47.857734,2022-07-25,,Historical,,1,,,,,,Lista de Mackinnon: Autor: Pedro Sisnando; Ambiente: urbano; Local: Centro Olímpico UnB
S119526252,periquito-de-encontro-amarelo,Brotogeris chiriri,12712,X,BR-DF,Brasília,L6083614,Brasília--Universidade de Brasília,-15.763369,-47.857734,2022-09-27,,Historical,,1,,,,,,Lista de Mackinnon: Autor: Pedro Sisnando; Ambiente: urbano; Local: CO.
S112483638,periquito-de-encontro-amarelo,Brotogeris chiriri,12712,X,BR-DF,Brasília,L19537514,CRAD,-15.7713834,-47.8682477,2018-03-23,,Historical,,1,,,,,,Lista de Mackinnon: autor: Debora Tonelli; Ambiente: urbano; Local: CRAD.
S109128601,periquito-de-encontro-amarelo,Brotogeris chiriri,12712,X,BR-DF,Brasília,L18878609,Estação Ecológica de Águas Emendadas,-15.5492048,-47.5970374,2016-05-29,,Historical,,0,,,,,,Lista de Mackinnon: Autor: Ilza Fujiyama; Ambiente: natural; Local: ESECAE.
